player_uid,role,sample_size_text,data_completeness_score,match_confidence,positive_driver_1,positive_driver_2,negative_driver_1,negative_driver_2,warning_text
h_1000085064,hitters,32 plate events / 5 BBE,18.75,0.95,Impact score 40.8,P90 EV wood-adj 99.5,Whiff rate 36.4%,Chase rate 5.9%,One-season-only warning: no prior season trend context available.
h_1000072111,hitters,50 plate events / 10 BBE,22,0.95,Impact score 20.9,P90 EV wood-adj 95.5,Whiff rate 14.3%,Chase rate 13%,Data completeness warning: review missing critical fields before trusting the board score.
h_838398,hitters,30 plate events / 7 BBE,30,0.95,Impact score 43.9,P90 EV wood-adj 98.4,Whiff rate 33.3%,Chase rate 33.3%,One-season-only warning: no prior season trend context available.
h_802120,hitters,33 plate events / 3 BBE,15.151515151515156,0.95,Impact score 20.6,P90 EV wood-adj 96.2,Whiff rate 0%,Chase rate 4.3%,One-season-only warning: no prior season trend context available.
h_1000233723,hitters,39 plate events / 6 BBE,23.076923076923066,0.95,Impact score 50.7,P90 EV wood-adj 100.8,Whiff rate 41.7%,Chase rate 50%,One-season-only warning: no prior season trend context available.
h_1000359450,hitters,25 plate events / 5 BBE,28,0.95,Impact score 26.9,P90 EV wood-adj 98.2,Whiff rate 12.5%,Chase rate 33.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_823055,hitters,25 plate events / 2 BBE,32,0.95,Impact score 17,P90 EV wood-adj 88.8,Whiff rate 0%,Chase rate 20%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000189099,hitters,43 plate events / 7 BBE,20.930232558139537,0.95,Impact score 22.6,P90 EV wood-adj 96.6,Whiff rate 18.8%,Chase rate 17.9%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000240509,hitters,37 plate events / 10 BBE,37.83783783783784,0.95,Impact score 15.8,P90 EV wood-adj 93.2,Whiff rate 11.8%,Chase rate 11.1%,Data completeness warning: review missing critical fields before trusting the board score.
h_812510,hitters,31 plate events / 3 BBE,32.25806451612904,0.95,Impact score 18.2,P90 EV wood-adj 93.5,Whiff rate 14.3%,Chase rate 11.8%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000191853,hitters,40 plate events / 7 BBE,25,0.95,Impact score 36.6,P90 EV wood-adj 100.3,Whiff rate 23.5%,Chase rate 30%,Data completeness warning: review missing critical fields before trusting the board score.
h_827638,hitters,30 plate events / 3 BBE,33.33333333333334,0.95,Impact score 25.7,P90 EV wood-adj 97.2,Whiff rate 14.3%,Chase rate 29.4%,One-season-only warning: no prior season trend context available.
h_1000463286,hitters,34 plate events / 8 BBE,23.529411764705884,0.95,Impact score 28.3,P90 EV wood-adj 97.1,Whiff rate 20%,Chase rate 20%,One-season-only warning: no prior season trend context available.
h_1000119584,hitters,42 plate events / 6 BBE,30.95238095238095,0.95,Impact score 47.2,P90 EV wood-adj 102.2,Whiff rate 36.4%,Chase rate 43.5%,One-season-only warning: no prior season trend context available.
h_833396,hitters,44 plate events / 11 BBE,22.727272727272734,0.95,Impact score 19.1,P90 EV wood-adj 93.3,Whiff rate 12.5%,Chase rate 0%,One-season-only warning: no prior season trend context available.
h_10295880,hitters,36 plate events / 10 BBE,36.111111111111114,0.95,Impact score 23.5,P90 EV wood-adj 95,Whiff rate 6.7%,Chase rate 34.8%,One-season-only warning: no prior season trend context available.
h_1000231204,hitters,37 plate events / 5 BBE,27.02702702702703,0.95,Impact score 19.1,P90 EV wood-adj 92.9,Whiff rate 13.3%,Chase rate 14.3%,One-season-only warning: no prior season trend context available.
h_10135210,hitters,35 plate events / 4 BBE,28.57142857142857,0.95,Impact score 37.1,P90 EV wood-adj 97.3,Whiff rate 23.5%,Chase rate 39.1%,Data completeness warning: review missing critical fields before trusting the board score.
h_811302,hitters,49 plate events / 8 BBE,28.57142857142857,0.95,Impact score 22.1,P90 EV wood-adj 95.3,Whiff rate 10.5%,Chase rate 25.8%,Data completeness warning: review missing critical fields before trusting the board score.
h_809741,hitters,42 plate events / 7 BBE,21.42857142857143,0.95,Impact score 38.5,P90 EV wood-adj 97.6,Whiff rate 33.3%,Chase rate 18.8%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000359451,hitters,26 plate events / 4 BBE,30.769230769230774,0.95,Impact score 22.7,P90 EV wood-adj 96.3,Whiff rate 20%,Chase rate 13.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000091127,hitters,40 plate events / 11 BBE,35,0.95,Impact score 11,P90 EV wood-adj 86.2,Whiff rate 11.8%,Chase rate 7.1%,Data completeness warning: review missing critical fields before trusting the board score.
h_804250,hitters,31 plate events / 3 BBE,19.354838709677423,0.95,Impact score 46.5,P90 EV wood-adj 99.4,Whiff rate 47.1%,Chase rate 26.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_806043,hitters,36 plate events / 12 BBE,44.44444444444444,0.95,Impact score 25.8,P90 EV wood-adj 95.8,Whiff rate 15.4%,Chase rate 42.9%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000334535,hitters,25 plate events / 6 BBE,36,0.95,Impact score 44.2,P90 EV wood-adj 98.8,Whiff rate 40%,Chase rate 30.8%,Data completeness warning: review missing critical fields before trusting the board score.
h_803364,hitters,32 plate events / 4 BBE,21.875,0.95,Impact score 40.9,P90 EV wood-adj 99.1,Whiff rate 30.8%,Chase rate 23.8%,One-season-only warning: no prior season trend context available.
h_10150205,hitters,28 plate events / 6 BBE,39.28571428571429,0.95,Impact score 24.4,P90 EV wood-adj 95.3,Whiff rate 7.1%,Chase rate 38.5%,One-season-only warning: no prior season trend context available.
h_1000108744,hitters,32 plate events / 5 BBE,37.5,0.95,Impact score 25.9,P90 EV wood-adj 96.5,Whiff rate 13.3%,Chase rate 35%,One-season-only warning: no prior season trend context available.
h_10091036,hitters,46 plate events / 10 BBE,26.08695652173914,0.95,Impact score 32,P90 EV wood-adj 97.9,Whiff rate 28.6%,Chase rate 22.2%,Data completeness warning: review missing critical fields before trusting the board score.
h_703664,hitters,34 plate events / 9 BBE,38.23529411764706,0.95,Impact score 30.2,P90 EV wood-adj 95.6,Whiff rate 22.2%,Chase rate 26.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_804506,hitters,29 plate events / 5 BBE,34.48275862068965,0.95,Impact score 37.8,P90 EV wood-adj 96.7,Whiff rate 26.7%,Chase rate 36.4%,One-season-only warning: no prior season trend context available.
h_1000409961,hitters,29 plate events / 8 BBE,34.48275862068965,0.95,Impact score 40,P90 EV wood-adj 100.3,Whiff rate 31.2%,Chase rate 27.3%,One-season-only warning: no prior season trend context available.
h_1000235153,hitters,32 plate events / 5 BBE,18.75,0.95,Impact score 18.5,P90 EV wood-adj 94.6,Whiff rate 0%,Chase rate 6.7%,Data completeness warning: review missing critical fields before trusting the board score.
h_690968,hitters,42 plate events / 7 BBE,23.80952380952381,0.95,Impact score 23.3,P90 EV wood-adj 91.8,Whiff rate 12.5%,Chase rate 24%,One-season-only warning: no prior season trend context available.
h_813159,hitters,38 plate events / 6 BBE,26.31578947368422,0.95,Impact score 47,P90 EV wood-adj 101,Whiff rate 40%,Chase rate 33.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_806043,hitters,37 plate events / 13 BBE,32.432432432432435,0.95,Impact score 14.8,P90 EV wood-adj 94.9,Whiff rate 6.7%,Chase rate 14.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000372935,hitters,46 plate events / 10 BBE,32.60869565217391,0.95,Impact score 14.3,P90 EV wood-adj 92.7,Whiff rate 10.5%,Chase rate 11.1%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000182043,hitters,42 plate events / 6 BBE,23.80952380952381,0.95,Impact score 16.7,P90 EV wood-adj 95.2,Whiff rate 0%,Chase rate 5.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000113446,hitters,59 plate events / 14 BBE,35.59322033898306,0.95,Impact score 19.7,P90 EV wood-adj 96,Whiff rate 17.9%,Chase rate 12%,One-season-only warning: no prior season trend context available.
h_1000125250,hitters,55 plate events / 11 BBE,23.636363636363626,0.95,Impact score 16.6,P90 EV wood-adj 93.8,Whiff rate 6.7%,Chase rate 11.4%,Data completeness warning: review missing critical fields before trusting the board score.
h_814191,hitters,62 plate events / 10 BBE,25.80645161290323,0.95,Impact score 40,P90 EV wood-adj 98.3,Whiff rate 33.3%,Chase rate 25.8%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000181991,hitters,33 plate events / 7 BBE,30.303030303030297,0.95,Impact score 17.4,P90 EV wood-adj 94.5,Whiff rate 8.3%,Chase rate 16.7%,Data completeness warning: review missing critical fields before trusting the board score.
h_802466,hitters,55 plate events / 7 BBE,23.636363636363626,0.95,Impact score 45.6,P90 EV wood-adj 98.3,Whiff rate 42.9%,Chase rate 26.7%,One-season-only warning: no prior season trend context available.
h_811272,hitters,28 plate events / 8 BBE,46.42857142857143,0.95,Impact score 32.6,P90 EV wood-adj 96.4,Whiff rate 22.2%,Chase rate 42.9%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000263242,hitters,28 plate events / 7 BBE,25,0.95,Impact score 23.2,P90 EV wood-adj 93.8,Whiff rate 15.4%,Chase rate 21.4%,One-season-only warning: no prior season trend context available.
h_828714,hitters,34 plate events / 4 BBE,26.470588235294116,0.95,Impact score 39.8,P90 EV wood-adj 100.5,Whiff rate 26.7%,Chase rate 35.7%,Data completeness warning: review missing critical fields before trusting the board score.
h_811760,hitters,50 plate events / 8 BBE,24,0.95,Impact score 46,P90 EV wood-adj 98.5,Whiff rate 42.9%,Chase rate 29.6%,Data completeness warning: review missing critical fields before trusting the board score.
h_10107450,hitters,35 plate events / 6 BBE,22.857142857142847,0.95,Impact score 36.8,P90 EV wood-adj 99.8,Whiff rate 23.5%,Chase rate 28.6%,One-season-only warning: no prior season trend context available.
h_1000155962,hitters,26 plate events / 2 BBE,15.384615384615387,0.95,Impact score 46.8,P90 EV wood-adj 102.8,Whiff rate 40%,Chase rate 25%,One-season-only warning: no prior season trend context available.
h_10084492,hitters,27 plate events / 9 BBE,40.74074074074075,0.95,Impact score 20.2,P90 EV wood-adj 95.9,Whiff rate 8.3%,Chase rate 26.7%,Data completeness warning: review missing critical fields before trusting the board score.
h_10118709,hitters,42 plate events / 5 BBE,19.04761904761905,0.95,Impact score 30.9,P90 EV wood-adj 95,Whiff rate 23.5%,Chase rate 19%,One-season-only warning: no prior season trend context available.
h_804826,hitters,42 plate events / 8 BBE,38.095238095238095,0.95,Impact score 24.5,P90 EV wood-adj 96.2,Whiff rate 9.1%,Chase rate 50%,Data completeness warning: review missing critical fields before trusting the board score.
h_695570,hitters,46 plate events / 6 BBE,21.73913043478261,0.95,Impact score 47.8,P90 EV wood-adj 100.7,Whiff rate 54.5%,Chase rate 28%,One-season-only warning: no prior season trend context available.
h_1000180424,hitters,27 plate events / 3 BBE,37.03703703703704,0.95,Impact score 24.5,P90 EV wood-adj 97.5,Whiff rate 16.7%,Chase rate 25%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000230259,hitters,70 plate events / 15 BBE,32.85714285714286,0.95,Impact score 29.2,P90 EV wood-adj 95.2,Whiff rate 21.2%,Chase rate 32.4%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000242517,hitters,27 plate events / 5 BBE,29.629629629629633,0.95,Impact score 34.9,P90 EV wood-adj 96.7,Whiff rate 27.3%,Chase rate 25%,One-season-only warning: no prior season trend context available.
h_804857,hitters,40 plate events / 13 BBE,44.99999999999999,0.95,Impact score 24.1,P90 EV wood-adj 95.3,Whiff rate 13.6%,Chase rate 35.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_10121433,hitters,32 plate events / 7 BBE,34.375,0.95,Impact score 36.5,P90 EV wood-adj 97.3,Whiff rate 31.2%,Chase rate 23.5%,One-season-only warning: no prior season trend context available.
h_10109319,hitters,39 plate events / 8 BBE,38.46153846153846,0.95,Impact score 26.2,P90 EV wood-adj 96.8,Whiff rate 14.3%,Chase rate 40%,One-season-only warning: no prior season trend context available.
h_1000149734,hitters,54 plate events / 12 BBE,33.33333333333334,0.95,Impact score 28,P90 EV wood-adj 96.1,Whiff rate 20.8%,Chase rate 27.3%,One-season-only warning: no prior season trend context available.
h_693293,hitters,55 plate events / 11 BBE,21.818181818181813,0.95,Impact score 19.9,P90 EV wood-adj 95.6,Whiff rate 14.3%,Chase rate 10.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000337307,hitters,37 plate events / 8 BBE,27.02702702702703,0.95,Impact score 29,P90 EV wood-adj 96.5,Whiff rate 25%,Chase rate 17.6%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000096813,hitters,27 plate events / 6 BBE,25.925925925925924,0.95,Impact score 19.2,P90 EV wood-adj 94.6,Whiff rate 0%,Chase rate 20%,One-season-only warning: no prior season trend context available.
h_10106000,hitters,50 plate events / 5 BBE,22,0.95,Impact score 38.3,P90 EV wood-adj 96.8,Whiff rate 38.9%,Chase rate 15.4%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000095559,hitters,39 plate events / 4 BBE,25.641025641025635,0.95,Impact score 22.4,P90 EV wood-adj 94.4,Whiff rate 8.3%,Chase rate 27.6%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000372935,hitters,46 plate events / 7 BBE,26.08695652173914,0.95,Impact score 22.8,P90 EV wood-adj 94.4,Whiff rate 18.8%,Chase rate 21.4%,Data completeness warning: review missing critical fields before trusting the board score.
h_823792,hitters,44 plate events / 13 BBE,36.36363636363637,0.95,Impact score 14,P90 EV wood-adj 92.8,Whiff rate 10.5%,Chase rate 16.7%,Data completeness warning: review missing critical fields before trusting the board score.
h_10117649,hitters,35 plate events / 3 BBE,28.57142857142857,0.95,Impact score 37.7,P90 EV wood-adj 99.5,Whiff rate 28.6%,Chase rate 26.1%,One-season-only warning: no prior season trend context available.
h_804507,hitters,49 plate events / 11 BBE,32.653061224489804,0.95,Impact score 23.7,P90 EV wood-adj 94.2,Whiff rate 19%,Chase rate 33.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_10119642,hitters,28 plate events / 5 BBE,42.85714285714286,0.95,Impact score 28.2,P90 EV wood-adj 97.4,Whiff rate 17.6%,Chase rate 35.3%,One-season-only warning: no prior season trend context available.
h_830620,hitters,37 plate events / 3 BBE,16.21621621621621,0.95,Impact score 17.6,P90 EV wood-adj 89.4,Whiff rate 0%,Chase rate 9.1%,Data completeness warning: review missing critical fields before trusting the board score.
h_10121874,hitters,35 plate events / 2 BBE,22.857142857142847,0.95,Impact score 37.9,P90 EV wood-adj 96.6,Whiff rate 33.3%,Chase rate 19%,One-season-only warning: no prior season trend context available.
h_1000301936,hitters,38 plate events / 6 BBE,23.68421052631578,0.95,Impact score 21.3,P90 EV wood-adj 94.6,Whiff rate 16.7%,Chase rate 4.8%,One-season-only warning: no prior season trend context available.
h_1000349960,hitters,40 plate events / 3 BBE,12.5,0.95,Impact score 46.2,P90 EV wood-adj 100.7,Whiff rate 56.2%,Chase rate 34.5%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000088388,hitters,37 plate events / 4 BBE,21.621621621621628,0.95,Impact score 35.4,P90 EV wood-adj 97,Whiff rate 30.8%,Chase rate 9.1%,Data completeness warning: review missing critical fields before trusting the board score.
h_10272907,hitters,45 plate events / 3 BBE,15.555555555555557,0.95,Impact score 34.7,P90 EV wood-adj 95.9,Whiff rate 30.8%,Chase rate 12.5%,Data completeness warning: review missing critical fields before trusting the board score.
h_838210,hitters,44 plate events / 4 BBE,20.454545454545453,0.95,Impact score 41.9,P90 EV wood-adj 98.1,Whiff rate 31.6%,Chase rate 26.9%,One-season-only warning: no prior season trend context available.
h_830914,hitters,48 plate events / 5 BBE,29.166666666666657,0.95,Impact score 26.4,P90 EV wood-adj 94.3,Whiff rate 19%,Chase rate 25.8%,One-season-only warning: no prior season trend context available.
h_1000061905,hitters,29 plate events / 6 BBE,20.689655172413794,0.95,Impact score 17.1,P90 EV wood-adj 93.6,Whiff rate 0%,Chase rate 5.9%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000119909,hitters,52 plate events / 12 BBE,28.84615384615384,0.95,Impact score 18.7,P90 EV wood-adj 94.2,Whiff rate 13.6%,Chase rate 20%,One-season-only warning: no prior season trend context available.
h_1000270424,hitters,25 plate events / 3 BBE,20,0.95,Impact score 30.4,P90 EV wood-adj 95.2,Whiff rate 25%,Chase rate 15.4%,One-season-only warning: no prior season trend context available.
h_10109363,hitters,35 plate events / 4 BBE,20,0.95,Impact score 24.9,P90 EV wood-adj 97.9,Whiff rate 18.2%,Chase rate 16.7%,One-season-only warning: no prior season trend context available.
h_10117968,hitters,35 plate events / 6 BBE,25.714285714285708,0.95,Impact score 27.5,P90 EV wood-adj 95.9,Whiff rate 15.4%,Chase rate 31.8%,One-season-only warning: no prior season trend context available.
h_1000257371,hitters,47 plate events / 11 BBE,34.04255319148936,0.95,Impact score 41.5,P90 EV wood-adj 97.9,Whiff rate 34.5%,Chase rate 34.6%,One-season-only warning: no prior season trend context available.
h_804554,hitters,31 plate events / 1 BBE,16.129032258064512,0.95,Impact score 19.1,P90 EV wood-adj 87.2,Whiff rate 12.5%,Chase rate 13.3%,One-season-only warning: no prior season trend context available.
h_10090784,hitters,25 plate events / 5 BBE,24,0.95,Impact score 38.6,P90 EV wood-adj 97.9,Whiff rate 30%,Chase rate 28.6%,Data completeness warning: review missing critical fields before trusting the board score.
h_822970,hitters,40 plate events / 6 BBE,25,0.95,Impact score 27.6,P90 EV wood-adj 95.9,Whiff rate 23.1%,Chase rate 16%,One-season-only warning: no prior season trend context available.
h_10031215,hitters,34 plate events / 6 BBE,29.411764705882348,0.95,Impact score 27.2,P90 EV wood-adj 95.2,Whiff rate 22.2%,Chase rate 23.1%,Data completeness warning: review missing critical fields before trusting the board score.
h_831557,hitters,41 plate events / 10 BBE,39.02439024390244,0.95,Impact score 19,P90 EV wood-adj 96.2,Whiff rate 0%,Chase rate 43.5%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000218664,hitters,47 plate events / 6 BBE,23.40425531914893,0.95,Impact score 23.8,P90 EV wood-adj 96.4,Whiff rate 16.7%,Chase rate 19.4%,Data completeness warning: review missing critical fields before trusting the board score.
h_809686,hitters,28 plate events / 5 BBE,25,0.95,Impact score 35.3,P90 EV wood-adj 97.2,Whiff rate 25%,Chase rate 27.8%,One-season-only warning: no prior season trend context available.
h_814726,hitters,27 plate events / 10 BBE,44.44444444444444,0.95,Impact score 24.6,P90 EV wood-adj 94.9,Whiff rate 15.8%,Chase rate 45.5%,Data completeness warning: review missing critical fields before trusting the board score.
h_10146754,hitters,56 plate events / 14 BBE,35.71428571428571,0.95,Impact score 23.4,P90 EV wood-adj 96.3,Whiff rate 17.2%,Chase rate 26.1%,One-season-only warning: no prior season trend context available.
h_804062,hitters,34 plate events / 6 BBE,20.588235294117652,0.95,Impact score 24.7,P90 EV wood-adj 96.3,Whiff rate 20%,Chase rate 16.7%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000136538,hitters,41 plate events / 7 BBE,26.829268292682926,0.95,Impact score 16.3,P90 EV wood-adj 92.5,Whiff rate 7.1%,Chase rate 13%,Data completeness warning: review missing critical fields before trusting the board score.
h_814349,hitters,52 plate events / 7 BBE,23.076923076923066,0.95,Impact score 26.5,P90 EV wood-adj 93.9,Whiff rate 21.7%,Chase rate 17.2%,One-season-only warning: no prior season trend context available.
h_10312841,hitters,57 plate events / 5 BBE,22.807017543859658,0.95,Impact score 18.7,P90 EV wood-adj 94.2,Whiff rate 11.1%,Chase rate 18.8%,Data completeness warning: review missing critical fields before trusting the board score.
h_238944,hitters,67 plate events / 11 BBE,20.895522388059703,0.95,Impact score 36.5,P90 EV wood-adj 97.1,Whiff rate 33.3%,Chase rate 17.1%,One-season-only warning: no prior season trend context available.
h_1000236670,hitters,43 plate events / 13 BBE,44.18604651162791,0.95,Impact score 23,P90 EV wood-adj 94,Whiff rate 12%,Chase rate 41.7%,One-season-only warning: no prior season trend context available.
h_823055,hitters,34 plate events / 1 BBE,14.705882352941174,0.95,Impact score 28.8,P90 EV wood-adj 94,Whiff rate 28.6%,Chase rate 8.7%,Data completeness warning: review missing critical fields before trusting the board score.
h_813348,hitters,45 plate events / 9 BBE,31.111111111111114,0.95,Impact score 16.8,P90 EV wood-adj 93.8,Whiff rate 17.6%,Chase rate 19.2%,Data completeness warning: review missing critical fields before trusting the board score.
h_10149934,hitters,39 plate events / 9 BBE,25.641025641025635,0.95,Impact score 31.7,P90 EV wood-adj 95.9,Whiff rate 23.5%,Chase rate 25%,One-season-only warning: no prior season trend context available.
h_809089,hitters,33 plate events / 5 BBE,15.151515151515156,0.95,Impact score 17.6,P90 EV wood-adj 90.2,Whiff rate 0%,Chase rate 5.6%,One-season-only warning: no prior season trend context available.
h_1000230259,hitters,43 plate events / 6 BBE,16.279069767441854,0.95,Impact score 26.2,P90 EV wood-adj 93.5,Whiff rate 22.2%,Chase rate 0%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000338044,hitters,54 plate events / 13 BBE,38.888888888888886,0.95,Impact score 30.4,P90 EV wood-adj 96.2,Whiff rate 21.2%,Chase rate 48.1%,One-season-only warning: no prior season trend context available.
h_1000230326,hitters,33 plate events / 3 BBE,21.212121212121218,0.95,Impact score 36.8,P90 EV wood-adj 96.8,Whiff rate 30.8%,Chase rate 21.1%,Data completeness warning: review missing critical fields before trusting the board score.
h_702629,hitters,66 plate events / 5 BBE,19.696969696969703,0.95,Impact score 34.4,P90 EV wood-adj 99.2,Whiff rate 21.4%,Chase rate 30.2%,One-season-only warning: no prior season trend context available.
h_1000365282,hitters,41 plate events / 10 BBE,31.707317073170728,0.95,Impact score 35.9,P90 EV wood-adj 97.6,Whiff rate 27.3%,Chase rate 36%,Data completeness warning: review missing critical fields before trusting the board score.
h_10130125,hitters,27 plate events / 4 BBE,33.33333333333334,0.95,Impact score 41.8,P90 EV wood-adj 97.4,Whiff rate 35.3%,Chase rate 41.7%,Data completeness warning: review missing critical fields before trusting the board score.
h_10054891,hitters,37 plate events / 4 BBE,29.729729729729726,0.95,Impact score 44.3,P90 EV wood-adj 100,Whiff rate 35%,Chase rate 44%,One-season-only warning: no prior season trend context available.
h_1000276335,hitters,51 plate events / 7 BBE,29.411764705882348,0.95,Impact score 26.2,P90 EV wood-adj 97.8,Whiff rate 14.8%,Chase rate 39.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000245956,hitters,32 plate events / 7 BBE,34.375,0.95,Impact score 40.8,P90 EV wood-adj 97.6,Whiff rate 31.6%,Chase rate 55.6%,One-season-only warning: no prior season trend context available.
h_1000254727,hitters,57 plate events / 14 BBE,33.33333333333334,0.95,Impact score 23.9,P90 EV wood-adj 93.8,Whiff rate 16%,Chase rate 31.4%,One-season-only warning: no prior season trend context available.
h_805359,hitters,65 plate events / 11 BBE,35.38461538461539,0.95,Impact score 20.5,P90 EV wood-adj 94.1,Whiff rate 16.7%,Chase rate 25%,Data completeness warning: review missing critical fields before trusting the board score.
h_815576,hitters,35 plate events / 3 BBE,34.28571428571429,0.95,Impact score 26.9,P90 EV wood-adj 94.9,Whiff rate 23.5%,Chase rate 21.4%,One-season-only warning: no prior season trend context available.
h_10097021,hitters,41 plate events / 5 BBE,31.707317073170728,0.95,Impact score 15.6,P90 EV wood-adj 89.6,Whiff rate 12.5%,Chase rate 18.2%,Data completeness warning: review missing critical fields before trusting the board score.
h_702635,hitters,26 plate events / 5 BBE,38.46153846153846,0.95,Impact score 15.1,P90 EV wood-adj 94.3,Whiff rate 14.3%,Chase rate 15.4%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000116355,hitters,38 plate events / 8 BBE,31.578947368421055,0.95,Impact score 15.8,P90 EV wood-adj 95.1,Whiff rate 14.3%,Chase rate 15%,Data completeness warning: review missing critical fields before trusting the board score.
h_822506,hitters,53 plate events / 7 BBE,26.41509433962264,0.95,Impact score 23.2,P90 EV wood-adj 96.1,Whiff rate 21.1%,Chase rate 13.6%,Data completeness warning: review missing critical fields before trusting the board score.
h_813348,hitters,32 plate events / 2 BBE,18.75,0.95,Impact score 15.9,P90 EV wood-adj 85.1,Whiff rate 0%,Chase rate 5.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_10106451,hitters,34 plate events / 5 BBE,26.470588235294116,0.95,Impact score 37.7,P90 EV wood-adj 97.5,Whiff rate 26.7%,Chase rate 33.3%,One-season-only warning: no prior season trend context available.
h_814470,hitters,27 plate events / 6 BBE,44.44444444444444,0.95,Impact score 29.4,P90 EV wood-adj 97.2,Whiff rate 20%,Chase rate 53.8%,Data completeness warning: review missing critical fields before trusting the board score.
h_10077967,hitters,25 plate events / 3 BBE,32,0.95,Impact score 18.2,P90 EV wood-adj 90.3,Whiff rate 10%,Chase rate 23.5%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000298947,hitters,41 plate events / 11 BBE,39.02439024390244,0.95,Impact score 18,P90 EV wood-adj 94.1,Whiff rate 15%,Chase rate 21.7%,One-season-only warning: no prior season trend context available.
h_1000102710,hitters,37 plate events / 5 BBE,35.13513513513513,0.95,Impact score 16.5,P90 EV wood-adj 93.1,Whiff rate 0%,Chase rate 23.8%,Data completeness warning: review missing critical fields before trusting the board score.
h_823766,hitters,30 plate events / 2 BBE,20,0.95,Impact score 36.6,P90 EV wood-adj 96.3,Whiff rate 30%,Chase rate 21.4%,One-season-only warning: no prior season trend context available.
h_821322,hitters,29 plate events / 5 BBE,34.48275862068965,0.95,Impact score 26.4,P90 EV wood-adj 94.8,Whiff rate 23.1%,Chase rate 23.5%,Data completeness warning: review missing critical fields before trusting the board score.
h_822712,hitters,63 plate events / 13 BBE,31.746031746031747,0.95,Impact score 14.2,P90 EV wood-adj 94.6,Whiff rate 12%,Chase rate 17.1%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000192178,hitters,44 plate events / 8 BBE,29.545454545454547,0.95,Impact score 39.4,P90 EV wood-adj 98.7,Whiff rate 30%,Chase rate 32%,One-season-only warning: no prior season trend context available.
h_1000394873,hitters,37 plate events / 7 BBE,29.729729729729726,0.95,Impact score 37.4,P90 EV wood-adj 98.9,Whiff rate 27.8%,Chase rate 31.8%,One-season-only warning: no prior season trend context available.
h_807035,hitters,33 plate events / 9 BBE,36.36363636363637,0.95,Impact score 26.8,P90 EV wood-adj 97.8,Whiff rate 17.6%,Chase rate 41.2%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000098365,hitters,26 plate events / 4 BBE,15.384615384615387,0.95,Impact score 48.8,P90 EV wood-adj 99.2,Whiff rate 58.3%,Chase rate 38.5%,One-season-only warning: no prior season trend context available.
h_10092675,hitters,29 plate events / 3 BBE,13.793103448275872,0.95,Impact score 32.5,P90 EV wood-adj 95.9,Whiff rate 28.6%,Chase rate 11.1%,One-season-only warning: no prior season trend context available.
h_10148141,hitters,33 plate events / 6 BBE,39.39393939393939,0.95,Impact score 34,P90 EV wood-adj 99.4,Whiff rate 30%,Chase rate 30.8%,Data completeness warning: review missing critical fields before trusting the board score.
h_806678,hitters,51 plate events / 11 BBE,25.490196078431367,0.95,Impact score 25.2,P90 EV wood-adj 97.2,Whiff rate 23.8%,Chase rate 10.7%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000125199,hitters,26 plate events / 4 BBE,15.384615384615387,0.95,Impact score 24.6,P90 EV wood-adj 92.7,Whiff rate 20%,Chase rate 20%,Data completeness warning: review missing critical fields before trusting the board score.
h_815540,hitters,26 plate events / 8 BBE,42.307692307692314,0.95,Impact score 23.8,P90 EV wood-adj 94.7,Whiff rate 15.4%,Chase rate 33.3%,One-season-only warning: no prior season trend context available.
